z,Time,ISM,Stars,H,He,C,N,O,Fe
2.138138138138138,7545069568.782647,3748170290953.5938,25655814962.097496,1806493190449.7983,570471533826.891,123735188892.43214,123735188892.43214,123735188892.43214,0.0
2.15015015015015,7554526299.767031,3760222036978.153,25655814962.097496,1814278618381.6555,572930090015.8992,124337776193.65979,124337776193.65979,124337776193.65979,0.0
2.1621621621621623,7563893308.635409,3772273783002.712,25655814962.097496,1822064046313.5127,575388646204.9073,124940363494.88744,124940363494.88744,124940363494.88744,0.0
2.174174174174174,7573171782.633749,3784325529027.271,25655814962.097496,1829849474245.3699,577847202393.9155,125542950796.11508,125542950796.11508,125542950796.11508,0.0
2.186186186186186,7582362888.885275,3796377275051.83,25655814962.097496,1837634902177.227,580305758582.9237,126145538097.34273,126145538097.34273,126145538097.34273,0.0
2.1981981981981984,7591467774.805751,3808429021076.389,25655814962.097496,1845420330109.0842,582764314771.9319,126748125398.57037,126748125398.57037,126748125398.57037,0.0
2.21021021021021,7600487568.508679,3820480767100.948,25655814962.097496,1853205758040.9414,585222870960.9401,127350712699.79802,127350712699.79802,127350712699.79802,0.0
2.2222222222222223,7609423379.200701,3832532513125.5073,25655814962.097496,1860991185972.7986,587681427149.9482,127953300001.02567,127953300001.02567,127953300001.02567,0.0
2.234234234234234,7618276297.567431,3844584259150.0664,25655814962.097496,1868776613904.6558,590139983338.9564,128555887302.25331,128555887302.25331,128555887302.25331,0.0
2.2462462462462462,7627047396.150055,3856636005174.6255,25655814962.097496,1876562041836.513,592598539527.9646,129158474603.48096,129158474603.48096,129158474603.48096,0.0
2.2582582582582584,7635737729.712888,3868687751199.1846,25655814962.097496,1884347469768.37,595057095716.9728,129761061904.7086,129761061904.7086,129761061904.7086,0.0
2.27027027027027,7644348335.602168,3880739497223.7437,25655814962.097496,1892132897700.2273,597515651905.981,130363649205.93625,130363649205.93625,130363649205.93625,0.0
2.2822822822822824,7652880234.096339,3892791243248.3027,25655814962.097496,1899918325632.0845,599974208094.9891,130966236507.1639,130966236507.1639,130966236507.1639,0.0
2.294294294294294,7661334428.748016,3904723665054.797,25655814962.097496,1907626670119.0718,602408422143.5121,131562857597.4883,131562857597.4883,131562857597.4883,0.0
2.3063063063063063,7669711906.717896,3916656086861.291,25655814962.097496,1915335014606.059,604842636192.035,132159478687.8127,132159478687.8127,132159478687.8127,0.0
2.3183183183183185,7678013639.100823,3928588508667.785,25655814962.097496,1923043359093.0464,607276850240.558,132756099778.1371,132756099778.1371,132756099778.1371,0.0
2.33033033033033,7686240581.244201,3940520930474.2793,25655814962.097496,1930751703580.0337,609711064289.0809,133352720868.4615,133352720868.4615,133352720868.4615,0.0
2.3423423423423424,7694393673.058984,3952453352280.7734,25655814962.097496,1938460048067.021,612145278337.6039,133949341958.7859,133949341958.7859,133949341958.7859,0.0
2.354354354354354,7702473839.323443,3964385774087.2676,25655814962.097496,1946168392554.0083,614579492386.1268,134545963049.1103,134545963049.1103,134545963049.1103,0.0
2.3663663663663663,7710481989.979873,3976318195893.7617,25655814962.097496,1953876737040.9956,617013706434.6498,135142584139.43471,135142584139.43471,135142584139.43471,0.0
2.3783783783783785,7718419020.424465,3988250617700.256,25655814962.097496,1961585081527.983,619447920483.1727,135739205229.75911,135739205229.75911,135739205229.75911,0.0
2.3903903903903903,7726285811.790505,4000183039506.75,25655814962.097496,1969293426014.9702,621882134531.6957,136335826320.08351,136335826320.08351,136335826320.08351,0.0
2.4024024024024024,7734083231.225076,4012115461313.244,25655814962.097496,1977001770501.9575,624316348580.2186,136932447410.40791,136932447410.40791,136932447410.40791,0.0
2.414414414414414,7741812132.159439,4024047883119.7383,25655814962.097496,1984710114988.9448,626750562628.7416,137529068500.73254,137529068500.73254,137529068500.73254,0.0
2.4264264264264264,7749473354.573264,4035980304926.2324,25655814962.097496,1992418459475.9321,629184776677.2645,138125689591.05847,138125689591.05847,138125689591.05847,0.0
2.4384384384384385,7757067725.252859,4047912726732.7266,25655814962.097496,2000126803962.9194,631618990725.7875,138722310681.3844,138722310681.3844,138722310681.3844,0.0
2.4504504504504503,7764596058.043568,4059845148539.2207,25655814962.097496,2007835148449.9067,634053204774.3104,139318931771.71033,139318931771.71033,139318931771.71033,0.0
2.4624624624624625,7772059154.096471,4071777570345.715,25655814962.097496,2015543492936.894,636487418822.8334,139915552862.03625,139915552862.03625,139915552862.03625,0.0
2.4744744744744747,7779457802.109562,4083709992152.209,25655814962.097496,2023251837423.8813,638921632871.3563,140512173952.36218,140512173952.36218,140512173952.36218,0.0
2.4864864864864864,7786792778.563509,4095642413958.703,25655814962.097496,2030960181910.8687,641355846919.8793,141108795042.6881,141108795042.6881,141108795042.6881,0.0
2.4984984984984986,7794064847.95218,4107574835765.1973,25655814962.097496,2038668526397.856,643790060968.4022,141705416133.01404,141705416133.01404,141705416133.01404,0.0
2.5105105105105103,7801274763.008032,4119507257571.6914,25655814962.097496,2046376870884.8433,646224275016.9252,142302037223.33997,142302037223.33997,142302037223.33997,0.0
2.5225225225225225,7808423264.922507,4131439679378.1855,25655814962.097496,2054085215371.8306,648658489065.4481,142898658313.6659,142898658313.6659,142898658313.6659,0.0
2.5345345345345347,7815511083.561572,4143372101184.6797,25655814962.097496,2061793559858.8179,651092703113.9711,143495279403.99182,143495279403.99182,143495279403.99182,0.0
2.5465465465465464,7822538937.676513,4155304522991.174,25655814962.097496,2069501904345.8052,653526917162.494,144091900494.31775,144091900494.31775,144091900494.31775,0.0
2.5585585585585586,7829507535.110109,4167236944797.668,25655814962.097496,2077210248832.7925,655961131211.017,144688521584.64368,144688521584.64368,144688521584.64368,0.0
2.5705705705705704,7836417572.998304,4179169366604.162,25655814962.097496,2084918593319.7798,658395345259.5399,145285142674.9696,145285142674.9696,145285142674.9696,0.0
2.5825825825825826,7843269737.967481,4191101788410.6562,25655814962.097496,2092626937806.767,660829559308.0629,145881763765.29553,145881763765.29553,145881763765.29553,0.0
2.5945945945945947,7850064706.327454,4203034210217.1504,25655814962.097496,2100335282293.7544,663263773356.5858,146478384855.62146,146478384855.62146,146478384855.62146,0.0
2.6066066066066065,7856803144.260303,4214966632023.6445,25655814962.097496,2108043626780.7417,665697987405.1088,147075005945.9474,147075005945.9474,147075005945.9474,0.0
2.6186186186186187,7863485708.005115,4226899053830.1387,25655814962.097496,2115751971267.729,668132201453.6317,147671627036.27332,147671627036.27332,147671627036.27332,0.0
2.6306306306306304,7870113044.038763,4238831475636.633,25655814962.097496,2123460315754.7163,670566415502.1547,148268248126.59924,148268248126.59924,148268248126.59924,0.0
2.6426426426426426,7876685789.252826,4250763897443.127,25655814962.097496,2131168660241.7036,673000629550.6776,148864869216.92517,148864869216.92517,148864869216.92517,0.0
2.6546546546546548,7883204571.126712,4262696319249.621,25655814962.097496,2138877004728.691,675434843599.2006,149461490307.2511,149461490307.2511,149461490307.2511,0.0
2.6666666666666665,7889670007.897111,4274628741056.115,25655814962.097496,2146585349215.6782,677869057647.7235,150058111397.57703,150058111397.57703,150058111397.57703,0.0
2.6786786786786787,7896082708.723851,4286561162862.6094,25655814962.097496,2154293693702.6655,680303271696.2465,150654732487.90295,150654732487.90295,150654732487.90295,0.0
2.6906906906906904,7902443273.852249,4298493584669.1035,25655814962.097496,2162002038189.6528,682737485744.7694,151251353578.22888,151251353578.22888,151251353578.22888,0.0
2.7027027027027026,7908752294.772038,4310306682257.5327,25655814962.097496,2169633299231.7703,685147357652.8071,151842008457.65155,151842008457.65155,151842008457.65155,0.0
2.714714714714715,7915010354.37296,4322119779845.962,25655814962.097496,2177264560273.8877,687557229560.8448,152432663337.07422,152432663337.07422,152432663337.07422,0.0
2.7267267267267266,7921218027.097097,4333932877434.391,25655814962.097496,2184895821316.0051,689967101468.8826,153023318216.4969,153023318216.4969,153023318216.4969,0.0
2.7387387387387387,7927375879.088036,4345745975022.8203,25655814962.097496,2192527082358.1226,692376973376.9203,153613973095.91956,153613973095.91956,153613973095.91956,0.0
2.750750750750751,7933484468.336906,4357559072611.2495,25655814962.097496,2200158343400.2437,694786845284.958,154204627975.34222,154204627975.34222,154204627975.34222,0.0
2.7627627627627627,7939544344.825422,4369372170199.6787,25655814962.097496,2207789604442.3853,697196717192.9957,154795282854.7649,154795282854.7649,154795282854.7649,0.0
2.774774774774775,7945556050.665941,4381185267788.108,25655814962.097496,2215420865484.527,699606589101.0334,155385937734.18756,155385937734.18756,155385937734.18756,0.0
2.7867867867867866,7951520120.238647,4392998365376.537,25655814962.097496,2223052126526.6685,702016461009.0712,155976592613.61023,155976592613.61023,155976592613.61023,0.0
2.798798798798799,7957437080.325922,4404811462964.994,25655814962.097496,2230683387568.81,704426332917.1089,156567247493.0329,156567247493.0329,156567247493.0329,0.0
2.810810810810811,7963307450.243957,4416624560553.472,25655814962.097496,2238314648610.9517,706836204825.1466,157157902372.45557,157157902372.45557,157157902372.45557,0.0
2.8228228228228227,7969131741.971681,4428437658141.949,25655814962.097496,2245945909653.0933,709246076733.1843,157748557251.87823,157748557251.87823,157748557251.87823,0.0
2.834834834834835,7974910460.27707,4440250755730.427,25655814962.097496,2253577170695.235,711655948641.222,158339212131.3009,158339212131.3009,158339212131.3009,0.0
2.8468468468468466,7980644102.84089,4452063853318.904,25655814962.097496,2261208431737.3765,714065820549.2598,158929867010.72357,158929867010.72357,158929867010.72357,0.0
2.858858858858859,7986333160.37794,4463876950907.382,25655814962.097496,2268839692779.518,716475692457.2975,159520521890.14624,159520521890.14624,159520521890.14624,0.0
2.870870870870871,7991978116.755851,4475690048495.859,25655814962.097496,2276470953821.6597,718885564365.3352,160111176769.5689,160111176769.5689,160111176769.5689,0.0
2.8828828828828827,7997579449.111496,4487503146084.337,25655814962.097496,2284102214863.8013,721295436273.3729,160701831648.99158,160701831648.99158,160701831648.99158,0.0
2.894894894894895,8003137627.9650755,4499316243672.814,25655814962.097496,2291733475905.943,723705308181.4106,161292486528.41425,161292486528.41425,161292486528.41425,0.0
2.9069069069069067,8008653117.331913,4511129341261.292,25655814962.097496,2299364736948.0845,726115180089.4484,161883141407.8369,161883141407.8369,161883141407.8369,0.0
2.918918918918919,8014126374.832041,4522942438849.77,25655814962.097496,2306995997990.226,728525051997.4861,162473796287.25958,162473796287.25958,162473796287.25958,0.0
2.930930930930931,8019557851.797589,4534755536438.247,25655814962.097496,2314627259032.3677,730934923905.5238,163064451166.68225,163064451166.68225,163064451166.68225,0.0
2.942942942942943,8024947993.378074,4546568634026.725,25655814962.097496,2322258520074.5093,733344795813.5615,163655106046.10492,163655106046.10492,163655106046.10492,0.0
2.954954954954955,8030297238.643591,4558381731615.202,25655814962.097496,2329889781116.651,735754667721.5992,164245760925.5276,164245760925.5276,164245760925.5276,0.0
2.966966966966967,8035606020.6859865,4570194829203.68,25655814962.097496,2337521042158.7925,738164539629.637,164836415804.95026,164836415804.95026,164836415804.95026,0.0
2.978978978978979,8040874766.718045,4582007926792.157,25655814962.097496,2345152303200.934,740574411537.6747,165427070684.37292,165427070684.37292,165427070684.37292,0.0
2.990990990990991,8046103898.170736,4593821024380.635,25655814962.097496,2352783564243.0757,742984283445.7124,166017725563.7956,166017725563.7956,166017725563.7956,0.0
3.003003003003003,8051293830.788566,4605634121969.112,25655814962.097496,2360414825285.2173,745394155353.7501,166608380443.21826,166608380443.21826,166608380443.21826,0.0
3.015015015015015,8056444974.723078,4617447219557.59,25655814962.097496,2368046086327.359,747804027261.7878,167199035322.64093,167199035322.64093,167199035322.64093,0.0
3.027027027027027,8061557734.624536,4629260317146.067,25655814962.097496,2375677347369.5005,750213899169.8256,167789690202.0636,167789690202.0636,167789690202.0636,0.0
3.039039039039039,8066632509.731848,4641073414734.545,25655814962.097496,2383308608411.642,752623771077.8633,168380345081.48627,168380345081.48627,168380345081.48627,0.0
3.051051051051051,8071669693.960744,4652886512323.022,25655814962.097496,2390939869453.7837,755033642985.901,168970999960.90894,168970999960.90894,168970999960.90894,0.0
3.063063063063063,8076669675.990275,4664699609911.5,25655814962.097496,2398571130495.9253,757443514893.9387,169561654840.3316,169561654840.3316,169561654840.3316,0.0
3.075075075075075,8081632839.347643,4676512707499.978,25655814962.097496,2406202391538.067,759853386801.9764,170152309719.75427,170152309719.75427,170152309719.75427,0.0
3.0870870870870872,8086559562.491415,4688325805088.455,25655814962.097496,2413833652580.2085,762263258710.0142,170742964599.17694,170742964599.17694,170742964599.17694,0.0
3.099099099099099,8091450218.893166,4700138902676.933,25655814962.097496,2421464913622.35,764673130618.0519,171333619478.5996,171333619478.5996,171333619478.5996,0.0
3.111111111111111,8096305177.117548,4711952000265.41,25655814962.097496,2429096174664.4917,767083002526.0896,171924274358.02228,171924274358.02228,171924274358.02228,0.0
3.123123123123123,8101124800.9008665,4723765097853.888,25655814962.097496,2436727435706.6333,769492874434.1273,172514929237.44495,172514929237.44495,172514929237.44495,0.0
3.135135135135135,8105909449.228167,4735578195442.365,25655814962.097496,2444358696748.775,771902746342.165,173105584116.8676,173105584116.8676,173105584116.8676,0.0
3.1471471471471473,8110659476.408862,4747391293030.843,25655814962.097496,2451989957790.9165,774312618250.2028,173696238996.29028,173696238996.29028,173696238996.29028,0.0
3.159159159159159,8115375232.150957,4759204390619.32,25655814962.097496,2459621218833.058,776722490158.2405,174286893875.71295,174286893875.71295,174286893875.71295,0.0
3.171171171171171,8120057061.633867,4771017488207.798,25655814962.097496,2467252479875.1997,779132362066.2782,174877548755.13562,174877548755.13562,174877548755.13562,0.0
3.183183183183183,8124705305.5799,4782830585796.275,25655814962.097496,2474883740917.3413,781542233974.3159,175468203634.5583,175468203634.5583,175468203634.5583,0.0
3.195195195195195,8129320300.324381,4794643683384.753,25655814962.097496,2482515001959.483,783952105882.3536,176058858513.98096,176058858513.98096,176058858513.98096,0.0
3.2072072072072073,8133902377.884509,4806456780973.23,25655814962.097496,2490146263001.6245,786361977790.3914,176649513393.40363,176649513393.40363,176649513393.40363,0.0
3.219219219219219,8138451866.02691,4818269878561.708,25655814962.097496,2497777524043.766,788771849698.4291,177240168272.8263,177240168272.8263,177240168272.8263,0.0
3.2312312312312312,8142969088.333964,4830082976150.186,25655814962.097496,2505408785085.9077,791181721606.4668,177830823152.24896,177830823152.24896,177830823152.24896,0.0
3.2432432432432434,8147454364.268906,4841896073738.663,25655814962.097496,2513040046128.0493,793591593514.5045,178421478031.67163,178421478031.67163,178421478031.67163,0.0
3.255255255255255,8151908009.239733,4853709171327.141,25655814962.097496,2520671307170.191,796001465422.5422,179012132911.0943,179012132911.0943,179012132911.0943,0.0
3.2672672672672673,8156330334.66194,4865522268915.618,25655814962.097496,2528302568212.3325,798411337330.58,179602787790.51697,179602787790.51697,179602787790.51697,0.0
3.279279279279279,8160721648.0201235,4877216042286.03,25655814962.097496,2535856745809.604,800796867098.1324,180187476459.03638,180187476459.03638,180187476459.03638,0.0
3.2912912912912913,8165082252.928448,4888909815656.442,25655814962.097496,2543410923406.8755,803182396865.6849,180772165127.5558,180772165127.5558,180772165127.5558,0.0
3.3033033033033035,8169412449.190028,4900603589026.8545,25655814962.097496,2550965101004.147,805567926633.2374,181356853796.0752,181356853796.0752,181356853796.0752,0.0
3.315315315315315,8173712532.855235,4912297362397.267,25655814962.097496,2558519278601.4185,807953456400.7899,181941542464.5946,181941542464.5946,181941542464.5946,0.0
3.3273273273273274,8177982796.278952,4923991135767.679,25655814962.097496,2566073456198.69,810338986168.3424,182526231133.114,182526231133.114,182526231133.114,0.0
3.339339339339339,8182223528.17679,4935684909138.091,25655814962.097496,2573627633795.9614,812724515935.8949,183110919801.63342,183110919801.63342,183110919801.63342,0.0
3.3513513513513513,8186435013.680317,4947378682508.503,25655814962.097496,2581181811393.233,815110045703.4474,183695608470.15283,183695608470.15283,183695608470.15283,0.0
3.3633633633633635,8190617534.391277,4959072455878.915,25655814962.097496,2588735988990.5044,817495575470.9999,184280297138.67224,184280297138.67224,184280297138.67224,0.0
3.3753753753753752,8194771368.434855,4970766229249.327,25655814962.097496,2596290166587.776,819881105238.5524,184864985807.19165,184864985807.19165,184864985807.19165,0.0
3.3873873873873874,8198896790.511993,4982460002619.739,25655814962.097496,2603844344185.0474,822266635006.1049,185449674475.71106,185449674475.71106,185449674475.71106,0.0
3.399399399399399,8202994071.950777,4994153775990.151,25655814962.097496,2611398521782.319,824652164773.6573,186034363144.23047,186034363144.23047,186034363144.23047,0.0
3.4114114114114114,8207063480.75691,5005847549360.563,25655814962.097496,2618952699379.5903,827037694541.2098,186619051812.74988,186619051812.74988,186619051812.74988,0.0
3.4234234234234235,8211105281.663309,5017541322730.976,25655814962.097496,2626506876976.862,829423224308.7623,187203740481.2693,187203740481.2693,187203740481.2693,0.0
3.4354354354354353,8215119736.178811,5029235096101.388,25655814962.097496,2634061054574.1333,831808754076.3148,187788429149.7887,187788429149.7887,187788429149.7887,0.0
3.4474474474474475,8219107102.636041,5040928869471.8,25655814962.097496,2641615232171.405,834194283843.8673,188373117818.3081,188373117818.3081,188373117818.3081,0.0
3.4594594594594597,8223067636.238426,5052622642842.212,25655814962.097496,2649169409768.6763,836579813611.4198,188957806486.8275,188957806486.8275,188957806486.8275,0.0
3.4714714714714714,8227001589.106409,5064316416212.624,25655814962.097496,2656723587365.9478,838965343378.9723,189542495155.34692,189542495155.34692,189542495155.34692,0.0
3.4834834834834836,8230909210.322843,5076010189583.036,25655814962.097496,2664277764963.219,841350873146.5248,190127183823.86633,190127183823.86633,190127183823.86633,0.0
3.4954954954954953,8234790745.977596,5087703962953.448,25655814962.097496,2671831942560.4907,843736402914.0773,190711872492.38574,190711872492.38574,190711872492.38574,0.0
3.5075075075075075,8238646439.211399,5099397736323.86,25655814962.097496,2679386120157.762,846121932681.6298,191296561160.90515,191296561160.90515,191296561160.90515,0.0
3.5195195195195197,8242476530.258921,5111091509694.272,25655814962.097496,2686940297755.0337,848507462449.1823,191881249829.42456,191881249829.42456,191881249829.42456,0.0
3.5315315315315314,8246281256.491113,5122785283064.685,25655814962.097496,2694494475352.305,850892992216.7347,192465938497.94397,192465938497.94397,192465938497.94397,0.0
3.5435435435435436,8250060852.456816,5134479056435.097,25655814962.097496,2702048652949.5767,853278521984.2872,193050627166.46338,193050627166.46338,193050627166.46338,0.0
3.5555555555555554,8253815549.923665,5146172829805.509,25655814962.097496,2709602830546.848,855664051751.8397,193635315834.9828,193635315834.9828,193635315834.9828,0.0
3.5675675675675675,8257545577.918291,5157866603175.921,25655814962.097496,2717157008144.1196,858049581519.3922,194220004503.5022,194220004503.5022,194220004503.5022,0.0
3.5795795795795797,8261251162.765835,5169560376546.333,25655814962.097496,2724711185741.391,860435111286.9447,194804693172.0216,194804693172.0216,194804693172.0216,0.0
3.5915915915915915,8264932528.128792,5181254149916.745,25655814962.097496,2732265363338.6626,862820641054.4972,195389381840.54102,195389381840.54102,195389381840.54102,0.0
3.6036036036036037,8268589895.045199,5192947923287.157,25655814962.097496,2739819540935.934,865206170822.0497,195974070509.06042,195974070509.06042,195974070509.06042,0.0
3.6156156156156154,8272223481.966178,5204641696657.569,25655814962.097496,2747373718533.2056,867591700589.6022,196558759177.57983,196558759177.57983,196558759177.57983,0.0
3.6276276276276276,8275833504.792839,5216335470027.981,25655814962.097496,2754927896130.477,869977230357.1547,197143447846.09924,197143447846.09924,197143447846.09924,0.0
3.6396396396396398,8279420176.912575,5228029243398.394,25655814962.097496,2762482073727.7485,872362760124.7072,197728136514.61865,197728136514.61865,197728136514.61865,0.0
3.6516516516516515,8282983709.234728,5239723016768.806,25655814962.097496,2770036251325.02,874748289892.2596,198312825183.13806,198312825183.13806,198312825183.13806,0.0
3.6636636636636637,8286524310.225685,5251416790139.218,25655814962.097496,2777590428922.2915,877133819659.8121,198897513851.65747,198897513851.65747,198897513851.65747,0.0
3.6756756756756754,8290042185.943365,5263110563509.63,25655814962.097496,2785144606519.563,879519349427.3646,199482202520.17688,199482202520.17688,199482202520.17688,0.0
3.6876876876876876,8293537540.071144,5274804336880.042,25655814962.097496,2792698784116.8345,881904879194.9171,200066891188.6963,200066891188.6963,200066891188.6963,0.0
3.6996996996997,8297010573.951214,5286498110250.454,25655814962.097496,2800252961714.106,884290408962.4696,200651579857.2157,200651579857.2157,200651579857.2157,0.0
3.7117117117117115,8300461486.617385,5298191883620.866,25655814962.097496,2807807139311.3774,886675938730.0221,201236268525.7351,201236268525.7351,201236268525.7351,0.0
3.7237237237237237,8303890474.827357,5309885656991.278,25655814962.097496,2815361316908.649,889061468497.5746,201820957194.25452,201820957194.25452,201820957194.25452,0.0
3.735735735735736,8307297733.094449,5321579430361.69,25655814962.097496,2822915494505.9204,891446998265.1271,202405645862.77393,202405645862.77393,202405645862.77393,0.0
3.7477477477477477,8310683453.718808,5333273203732.103,25655814962.097496,2830469672103.192,893832528032.6796,202990334531.29333,202990334531.29333,202990334531.29333,0.0
3.75975975975976,8314047826.818111,5344966977102.515,25655814962.097496,2838023849700.4634,896218057800.232,203575023199.81274,203575023199.81274,203575023199.81274,0.0
3.7717717717717716,8317391040.357765,5356660750472.927,25655814962.097496,2845578027297.735,898603587567.7845,204159711868.33215,204159711868.33215,204159711868.33215,0.0
3.7837837837837838,8320713280.180607,5368354523843.339,25655814962.097496,2853132204895.0063,900989117335.337,204744400536.85156,204744400536.85156,204744400536.85156,0.0
3.795795795795796,8324014730.03613,5380048297213.751,25655814962.097496,2860686382492.278,903374647102.8895,205329089205.37097,205329089205.37097,205329089205.37097,0.0
3.8078078078078077,8327295571.609227,5391742070584.163,25655814962.097496,2868240560089.5493,905760176870.442,205913777873.89038,205913777873.89038,205913777873.89038,0.0
3.81981981981982,8330555984.548477,5403435843954.575,25655814962.097496,2875794737686.821,908145706637.9945,206498466542.4098,206498466542.4098,206498466542.4098,0.0
3.8318318318318316,8333796146.493969,5415129617324.987,25655814962.097496,2883348915284.0923,910531236405.547,207083155210.9292,207083155210.9292,207083155210.9292,0.0
3.843843843843844,8337016233.104677,5426823390695.399,25655814962.097496,2890903092881.364,912916766173.0995,207667843879.4486,207667843879.4486,207667843879.4486,0.0
3.855855855855856,8340216418.085399,5438517164065.812,25655814962.097496,2898457270478.6353,915302295940.652,208252532547.96802,208252532547.96802,208252532547.96802,0.0
3.8678678678678677,8343396873.21326,5450210937436.224,25655814962.097496,2906011448075.9067,917687825708.2045,208837221216.48743,208837221216.48743,208837221216.48743,0.0
3.87987987987988,8346557768.363802,5461904710806.636,25655814962.097496,2913565625673.178,920073355475.757,209421909885.00684,209421909885.00684,209421909885.00684,0.0
3.8918918918918917,8349699271.536638,5473598484177.048,25655814962.097496,2921119803270.4497,922458885243.3094,210006598553.52625,210006598553.52625,210006598553.52625,0.0
3.903903903903904,8352821548.880717,5485292257547.46,25655814962.097496,2928673980867.721,924844415010.8619,210591287222.04565,210591287222.04565,210591287222.04565,0.0
3.915915915915916,8355924764.719176,5496986030917.872,25655814962.097496,2936228158464.9927,927229944778.4144,211175975890.56506,211175975890.56506,211175975890.56506,0.0
3.9279279279279278,8359009081.573807,5508679804288.284,25655814962.097496,2943782336062.264,929615474545.9669,211760664559.08447,211760664559.08447,211760664559.08447,0.0
3.93993993993994,8362074660.189129,5520373577658.696,25655814962.097496,2951336513659.5356,932001004313.5194,212345353227.60388,212345353227.60388,212345353227.60388,0.0
3.9519519519519517,8365121659.5560875,5532067351029.108,25655814962.097496,2958890691256.807,934386534081.0719,212930041896.1233,212930041896.1233,212930041896.1233,0.0
3.963963963963964,8368150236.935378,5543761124399.5205,25655814962.097496,2966444868854.0786,936772063848.6244,213514730564.6427,213514730564.6427,213514730564.6427,0.0
3.975975975975976,8371160547.880405,5555454897769.933,25655814962.097496,2973999046451.35,939157593616.1769,214099419233.1621,214099419233.1621,214099419233.1621,0.0
3.987987987987988,8374152746.259883,5567148671140.345,25655814962.097496,2981553224048.6216,941543123383.7294,214684107901.68152,214684107901.68152,214684107901.68152,0.0
4.0,8377126984.280078,5578842444510.757,25655814962.097496,2989107401645.893,943928653151.2819,215268796570.20093,215268796570.20093,215268796570.20093,0.0
4.012012012012012,8380083412.506713,5590536217881.169,25655814962.097496,2996661579243.1646,946314182918.8344,215853485238.72034,215853485238.72034,215853485238.72034,0.0
4.024024024024024,8383022179.88653,5602229991251.581,25655814962.097496,3004215756840.436,948699712686.3868,216438173907.23975,216438173907.23975,216438173907.23975,0.0
4.036036036036036,8385943433.768509,5613923764621.993,25655814962.097496,3011769934437.7075,951085242453.9393,217022862575.75916,217022862575.75916,217022862575.75916,0.0
4.048048048048048,8388847319.92477,5625617537992.405,25655814962.097496,3019324112034.979,953470772221.4918,217607551244.27856,217607551244.27856,217607551244.27856,0.0
4.06006006006006,8391733982.571155,5637311311362.817,25655814962.097496,3026878289632.2505,955856301989.0443,218192239912.79797,218192239912.79797,218192239912.79797,0.0
4.072072072072072,8394603564.387473,5649005084733.2295,25655814962.097496,3034432467229.522,958241831756.5968,218776928581.31738,218776928581.31738,218776928581.31738,0.0
4.084084084084084,8397456206.537462,5660698858103.642,25655814962.097496,3041986644826.7935,960627361524.1493,219361617249.8368,219361617249.8368,219361617249.8368,0.0
4.096096096096096,8400292048.688425,5672392631474.054,25655814962.097496,3049540822424.065,963012891291.7018,219946305918.3562,219946305918.3562,219946305918.3562,0.0
4.108108108108108,8403111229.030576,5684086404844.466,25655814962.097496,3057095000021.3364,965398421059.2543,220530994586.8756,220530994586.8756,220530994586.8756,0.0
4.12012012012012,8405913884.2960825,5695780178214.878,25655814962.097496,3064649177618.608,967783950826.8068,221115683255.39502,221115683255.39502,221115683255.39502,0.0
4.132132132132132,8408700149.777832,5707473951585.29,25655814962.097496,3072203355215.8794,970169480594.3593,221700371923.91443,221700371923.91443,221700371923.91443,0.0
4.1441441441441444,8411470159.3479,5719167724955.702,25655814962.097496,3079757532813.151,972555010361.9117,222285060592.43384,222285060592.43384,222285060592.43384,0.0
4.156156156156156,8414224045.475745,5730861498326.114,25655814962.097496,3087311710410.4224,974940540129.4642,222869749260.95325,222869749260.95325,222869749260.95325,0.0
4.168168168168168,8416961939.246131,5742555271696.526,25655814962.097496,3094865888007.694,977326069897.0167,223454437929.47266,223454437929.47266,223454437929.47266,0.0
4.18018018018018,8419683970.376774,5754249045066.938,25655814962.097496,3102420065604.9653,979711599664.5692,224039126597.99207,224039126597.99207,224039126597.99207,0.0
4.192192192192192,8422390267.235725,5765942818437.351,25655814962.097496,3109974243202.237,982097129432.1217,224623815266.51147,224623815266.51147,224623815266.51147,0.0
4.2042042042042045,8425080956.858503,5777636591807.763,25655814962.097496,3117528420799.5083,984482659199.6742,225208503935.03088,225208503935.03088,225208503935.03088,0.0
4.216216216216216,8427756164.96495,5789211040960.109,25655814962.097496,3125005514951.9097,986843846826.7415,225787226392.64703,225787226392.64703,225787226392.64703,0.0
4.228228228228228,8430416015.975854,5800785490112.456,25655814962.097496,3132482609104.311,989205034453.8087,226365948850.26318,226365948850.26318,226365948850.26318,0.0
4.24024024024024,8433060633.029316,5812359939264.803,25655814962.097496,3139959703256.7124,991566222080.876,226944671307.87933,226944671307.87933,226944671307.87933,0.0
4.252252252252252,8435690137.996879,5823934388417.149,25655814962.097496,3147436797409.114,993927409707.9432,227523393765.49548,227523393765.49548,227523393765.49548,0.0
4.2642642642642645,8438304651.499402,5835508837569.496,25655814962.097496,3154913891561.515,996288597335.0105,228102116223.11163,228102116223.11163,228102116223.11163,0.0
4.276276276276276,8440904292.922729,5847083286721.843,25655814962.097496,3162390985713.9165,998649784962.0778,228680838680.72778,228680838680.72778,228680838680.72778,0.0
4.288288288288288,8443489180.433093,5858657735874.189,25655814962.097496,3169868079866.318,1001010972589.145,229259561138.34393,229259561138.34393,229259561138.34393,0.0
